['LJGZGWLYDULDPC-UHFFFAOYSA-N', 'active', 1.0]
['VFOSNVMZLZICNA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PUIMHVNNRWDQRY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HJSOZYJEMCJCQD-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GBTHVZBBMOVMTI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DYHMPDNNAVEBLR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ANEGWORULZVTSS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DLSKSUGYFJKOKE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['REAQUNXUWXXIIU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DFPGEZCMCGTKAL-IBGZPJMESA-N', 'inactive', 0.5681818181818182]
['VCSHGEYNKGFRJN-RXFWQSSRSA-N', 'inactive', 0.5681818181818182]
['DFPGEZCMCGTKAL-LJQANCHMSA-N', 'inactive', 0.5681818181818182]
['KNDZRNVTXVLGFT-MRXNPFEDSA-N', 'inactive', 0.5681818181818182]
['UBUXTVUXHUSYOK-JOCHJYFZSA-N', 'inactive', 0.5681818181818182]
['ZTAXKHIVCLEBMV-HSZRJFAPSA-N', 'inactive', 0.5681818181818182]
['JXPFGUJAUOCWET-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PEZZAMJTUXEUBD-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OSSLBIDZXZZSFW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WDTBOPJTPBOYRW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['LYZBXSWAKSTPBB-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WJUVFSXRFLPKPO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PDHQNWOQLXPVIY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SNTNRCSRTIXQTJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SKMZIOHBJXFYEA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PJOLJSBNBSUBTG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RJRSUORIDGJZRE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZVLVTMXIQDIJGQ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WBRKQKONRMBEAL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['NUPWAKWBUGRCIE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RZRBEGBBFCKNJD-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CUSYAGLQFPADQT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PWMOQVVFKXGRQF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WEMMLWMTYXWFRU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['LZAATKSDNUKJQP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JUMRERPUKXPUPV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AHLAAUCACISKNG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['NHMMPWOMKZSUPW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZYCLVCQOXKCNMS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZFUJBRUVGZGQRM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KTKIYJRZWWBSSL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WRJIMUCDZBRBAX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MBGRCOMFBOKIGS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SBLBZSAYCVTPSZ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PVDZRWNNKAOABG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SFFXICSFVVEPMP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ATPSRNNYOFPIPG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SOQLWWPLUWIARJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WLARXCZZCZJACA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DCDSKHUAZCQILJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HPNPRBGZFSHMGF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BDDOOOCXZSFESK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['XDQODKMPSPGMGB-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QSXKLUZDYFCHCE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QRSLRFUHTXGQIX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DZKSVRSLSAOKRA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JLNMFQDVUDTVEJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['YZBPMVVVULZQLV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['YHTNQOTUFBNNQE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SYXYRYXJAIBILG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PKKMVNHQFTWBQM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KTQPAVSQCGUQHC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JVDQRBYKWOHUJN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WRXMUDHACZENRA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GRJSQRMHRTWFNA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WGUYCQDZZOPIAP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['NNNYHGRYXMGAMG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MKGRRFIORRADNI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['LPFUNKDQXBQPNO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZRYWJIXIPAGPKY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AWSMJNYIPGGDPX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SILUGWARMUMCCU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WGAPCEODYKATQE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QDTYZMBCFNGKAF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FUANZFIFSQXOFO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BTPOAPFGGALPKW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QMNFTQXSRQNDIN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JKEUJGGUIUMQBP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GIXUOVKZNHYVTN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SEEZRPUSBNHSDE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DCAYDZQHZLEUPJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZMBHYKHHDDHCHZ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WDEGZQHJEMDVCS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZNYDDSAHBVTIFA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ODYPBKDDSLIDES-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JXEYXLVYTAPITL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FIAKSBNHFNEKNT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KTJLEZVLGOZJPP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BBPUSBPTGRIDQZ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MROVVLCXRGSSFW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['XATXKCJFKUVCRN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WDGZVEOZHZGOOP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['LXWLLQCGXUOTEE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ULEUTLDBFGZHCV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GPPZIWMDRYUYIS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['NRRAQMAUQNIBIO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BKCHGGUUONQVKB-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SVOQLRVJRMRBDE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DXGSJPWPSKSQHX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QHWLBECSEZKUGD-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['NEADWHVCJOPAIR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JXIXWBUWPNTBCL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QXZRKOIBDQBBGX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DIYPMEDMWUGYQB-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BKCAVSIUCWUTHU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IIECHRCQQCDMQV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZRERKRNYCOHSCT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IDYHDQZVSBIZKZ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IKXQTBQAVUCTAQ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JFCJHYZVYQBXCN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DXYBTGSCKYMMQM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DLJNSSFIAJYHQN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HKJPBOZPQXIIRI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KNDZRNVTXVLGFT-INIZCTEOSA-N', 'inactive', 0.5681818181818182]
['JMESOPSVEMRPPU-QHCPKHFHSA-N', 'inactive', 0.5681818181818182]
['ZTAXKHIVCLEBMV-QHCPKHFHSA-N', 'inactive', 0.5681818181818182]
['UQQPBUIHOFDSRM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZXLXHFWTQYXEHL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QBIXEHYYQOFYJP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['NZUSYRMZDZTSLT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PGGRIZSLSBLUHE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['REQALXMIDZVBPU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GTANKHPWHGGOPQ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['XKAOWQQNTJBGKS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['LUSPWENNQWRYHE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['XMIRTGKPVWQGHT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PHFPOWHANQNYAT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PQVCAALOWXGEOY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MQOZJOFAZOYMIP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OYUIZEKDGOZQHW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HYRUFOKWRMIUPV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QIKJAIUHCMZEBJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KEQNHGMTJOXPGL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QUQDQPXQDBQPDF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OHXOFRUHYCHPBB-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['LLJZYHCCTNNIQK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DMCROGIFHSJSIW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['VGRLHEVWMXYBHQ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ASVLXTCXJSHSCZ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BUJMLDPQEGZITB-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KYZPPZXFSKOLRA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CWHUALNYRADGLS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ITPRXVXSBDGWHL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['YHTKSKKPVNXZFK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FEGMVUFUPFXUCU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RAWZOGRAJUHHCB-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CSRUBZRIYGRJOV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FRDBDKHVJPJGKX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['NEOLQIUNVFBZHU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AZEIRTLDVAULAY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SLLRXBQBDDMFOX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['VQVGSBSCIIOTTQ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CNXPOVOOYXUKDP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JMESOPSVEMRPPU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JQILGAIDPGHNOK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['TWQKLAUBTPFZRV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['VNSUMLRWCJVEJS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KDEIKXBCQKOAQV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZZXAXFHRXREGMC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ICTGPFQAYXXUFM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FJHBIAZFCZEUHU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JRJHKGYRUGYSTI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KKDBEXBSZBVRMK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QDWPGQZFPKMZMZ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZYAGILNMMWQHGZ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CELIRBFTIQEHSI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZVFUZVBRAVARGH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GQDDEEQSJNJCNP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OHKUFGUFPQEZER-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZMNYCQLZHAIYND-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GLJQRUGBSAJKJZ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['TVKCUGSZLZTKFS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GWWKYWMKNWZOMQ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CGIWGYUCHYWTIA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WKWBTXKEJKPHPK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ODZWFMWAXHVCDC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZDVNCOKXGDVTOT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IIZMKPXNOMGFMS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['YOGYULSLDZNYDN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GUADVWXHHFUDNT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['UHJRSWYTEFVFLK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['YGNYRQOSMLZMOF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FPHWQVFISHGQRD-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WBBRSAXQZJIUEA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JFAMPQHECMNQGZ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WNWRCEQXRSWJQI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AKZFATATFODLRX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZXCTVIHSBPLHJJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FDJVNPFGPOJXAX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZTAXKHIVCLEBMV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['TUUQDOLXLQYIRF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FQIIACGEGMKVNU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['XKPYPQLALQYRSL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KNDZRNVTXVLGFT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SGWPUNZXRSGGHL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RTXGIQPVMANLJU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['UDRSOMHTFKIRNA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ORGSUKDGMHUDHE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DFPGEZCMCGTKAL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QYHACOSBHQHXGF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HZTGCSGAJKEYGU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CHLYAKKRIXMIIJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZWJDQHDVQVAUDJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AVSMNKPCRSJWMI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MHKQEFOPGFFUQF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DPRZHVTUJLJRSY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CNRUXMNSOKUFPQ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['COALWDZCVCYTIH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['NMHANYXIAVMUSE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FUTAHVXLPOIDHJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['XXPOCMBZMACLOC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['VIWJOOMMOYAMNW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FMCHBYIYQFLEJO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FCQACIJJDBKJLW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MYAYGNDIKADPQJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['YBMZKLHPJCTDFA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZSIWYCMFXGKEEP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BFIBZYZSRLFHMV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SKHQFQZDCXLLNM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WPSMDZPUATYVFR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BQGKXTLSZZTWGR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MUXKDEHSJFHVTA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WWMCPENJSWDSDY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['TVTURBLGVRQKMN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SSNKEOJLAPEQRY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AJCKXUQLVHWOHG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZVBYBRRQTVNJLE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WVZRVQJIOCBBBF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OVGWRXVBSSBJGY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['YRMUJAJPQYMOFE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QYYWWGUPPCQQLF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['VREWBVPMJRFRCB-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DBMUHLYZZBSGKS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['VDPPGURYHNXZQT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IUSCMGWDEIUTJJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HHXFVFJKLBLHNN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WJRYIAHOPJZFMB-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DMYODUJLOIHYJK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['VTMVTBKZVSEESX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RWVCEUCYOXPUOT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['LCQWNFWQAZSCBP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZDHVRKCOIJJBGI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZOHGGHZHYNJDDM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SARYXZNCCIJXRI-OAQYLSRUSA-N', 'inactive', 0.5681818181818182]
['JNOVUFBEFLSMHF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BDNGNSHDUQLSNI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['LZEMODMOZKWKOE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JGQVJFDIJRRHAA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SCEZDJMDGXKLLA-HWKANZROSA-N', 'inactive', 0.5681818181818182]
['BXHWCIGXHFKFKH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SCONBGWMWNZWDR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['VJYLXWOHPOQRFI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GEWZLVXRZSPEDF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SIFVYIOFZKPYQA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BGMQHVGKORKYSZ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['INOMMLSYZGKWON-QFEZKATASA-N', 'inactive', 0.5681818181818182]
['LHDILOGPJUUYQO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CYZGFPMXIWGUCU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZYNVTCGJESSJRR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['USEDFSCFXPEKOX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AVONARCDQJLGIF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OZOPYHSHRDYSEB-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['TWWRBIZQFRELAL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DFJGNOZMRVAKFY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RLMQWRMOGCDKQV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OSEXKBNHTHTQGA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DJCSWPCEFQDEBY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JGMPINMSWMCHBO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QXZRUOFZESRYJO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BJPUQRPCEAIEMF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AXLOWIITUMARDS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DJGQNBXGUQAXBS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MRIDYPRRFVKBQQ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SMQFKCYZGUOAKG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IGRLHNAEGHISFJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KVMMDJGNHDEYRX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ICWOKGVQSGLEQJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FVFUFHWLLPBVKT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GJMRFAVDYTVEHT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RFQQTMGYTBSTKH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PZHMJCDOQGPRBM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JUCLTYVYMPTBOO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BVBNAQFDHYETQB-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ARZSNJRUZBURRZ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DEWKSAZQGAHBKA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['XVDNHPUSYZADCC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RFNSSCNURFBJDO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IKLZABIBCNGQCI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WIDXMNNPSRZUBV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['VJJZDNGAMHEHLU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QIJMNRHDDPXPEV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FFYFTMZQJYPZIN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FKWYXSTWZYHKMK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AAFVTVYIYVYLKO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['UTZGLDCBQGTADF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZBLABNMKTMMJQH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QJUBAJWEOXOJMH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['YYKWVKPYZAEXKY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FYWHLYCYDVXVRA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MMADYQAWVWFWLO-BTQNPOSSSA-N', 'inactive', 0.5681818181818182]
['WHQTVUSBYIONRM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZQQFJSHPKPZOIS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JITMNQNSAUDALC-TXEJJXNPSA-N', 'inactive', 0.5681818181818182]
['ZKPSFCSZAZCHLJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MZVQHGBXEXGEIF-MRXNPFEDSA-N', 'inactive', 0.5681818181818182]
['IKZMNSUUNOLOMT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
